SKU|Core Deposit|CF Shipping|SBox|Available|BRANDNAME|OURPRICE|Package|SHIPPINGTYPE|Series|Product|Template_My|KeyField|Positions_MY|for_Product Name|Short_teg|Detail_teg|Metka|Finish|KeyVirt|Steps|Form|Tipo_Type|Real_Length_On_Car|With_Mesh|CF_USE|IMG_1|IMG_2|IMG_3|IMG_4|PDF_1|Icon|Price|Height|Length|Width|Weight|UPC|IN STOCK|Main Product|Vendor ID
C01100CC-GB||N||Y|RBP®|270.00||R;R;R;R|RX-1|New ReDesigned RX 1 2-RUNG GLOSS BLACK STEPS|RBP RX-1 Side Steps (New)|1|102000|Side Bars|{short description}|{detailed description}|1|Black||2-Step|Round|Gloss|||Placement on Vehicle[:=:]Left, Right[:os:]Product Name[:=:]Side Bars[:os:]Pieces[:=:]2 Pcs[:os:]FINISH[:=:]Black[:os:]MATERIAL[:=:]Stainless Steel[:os:]Shape[:=:]Round|images/rbp/side-steps/rbp-rx1-2step-side-bar.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-1.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-2.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-3.jpg|||302.40|10.50|129.00|13.50|88.00|||M|3
C01100CC-RX3||N||Y|RBP®|477.00||R;R;R;R|RX-3|RX3 Textured BLACK Cab Length Step|RBP RX-3 Side Steps|3|2100|Side Bars|{short description}|{detailed description}||Black|||Round|Textured|Cab Length||Placement on Vehicle[:=:]Left, Right[:os:]Vehicle Type[:=:]Truck[:os:]Product Name[:=:]Side Bars[:os:]FINISH[:=:]Black[:os:]MATERIAL[:=:]Stainless Steel[:os:]Shape[:=:]Round[:os:]Custom Order[:=:]RBP RX-3 Side Steps|images/rbp/side-steps/rbp-rx3-side-bar.jpg|images/rbp/side-steps/rbp-universal-rx3-side-bar-1.jpg|||||534.24|10.00|98.00|22.00|79.00|||M|3
C01100CC-SS||N||Y|RBP®|359.40||R;R;R;R|RX-1|New ReDesigned RX 1 2-RUNG GLOSS POLISHED SS STEPS|RBP RX-1 Side Steps (New)|1|102000|Side Bars|{short description}|{detailed description}|2|Polished||2-Step|Round|Gloss|||Placement on Vehicle[:=:]Left, Right[:os:]Product Name[:=:]Side Bars[:os:]Pieces[:=:]2 Pcs[:os:]FINISH[:=:]Polished[:os:]MATERIAL[:=:]Stainless Steel[:os:]Shape[:=:]Round|images/rbp/side-steps/rbp-rx1-2step-side-bar-ss.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-1-ss.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-2-ss.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-3-ss.jpg|||402.53|10.50|129.00|13.50|88.00|||M|3
C01100CC-TXR||N|Y|Y|RBP®|324.00|Y|R;R;R;R|RX-1|RX-1 - 2 Step|RBP RX-1 Side Steps (New)|1|102000|Side Bars|{short description}|{detailed description}|1|Black||2-Step|Round|Textured|||Placement on Vehicle[:=:]Left, Right[:os:]Product Name[:=:]Side Bars[:os:]Pieces[:=:]2 Pcs[:os:]FINISH[:=:]Black[:os:]MATERIAL[:=:]Stainless Steel[:os:]Shape[:=:]Round|images/rbp/side-steps/rbp-rx1-2step-side-bar.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-1.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-2.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-3.jpg|||362.88|10.50|129.00|13.50|88.00|||M|3
C0189CC-GB||N||Y|RBP®|270.00||R;R;R;R|RX-1|New ReDesigned RX 1 2-RUNG GLOSS BLACK STEPS|RBP RX-1 Side Steps (New)|1|102000|Side Bars|{short description}|{detailed description}|1|Black||2-Step|Round|Gloss|||Placement on Vehicle[:=:]Left, Right[:os:]Product Name[:=:]Side Bars[:os:]Pieces[:=:]2 Pcs[:os:]FINISH[:=:]Black[:os:]MATERIAL[:=:]Stainless Steel[:os:]Shape[:=:]Round|images/rbp/side-steps/rbp-rx1-2step-side-bar.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-1.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-2.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-3.jpg|||302.40|10.50|114.00|13.50|76.00|||M|3
C0189CC-SS||N||Y|RBP®|359.40||R;R;R;R|RX-1|New ReDesigned RX 1 2-RUNG GLOSS POLISHED SS STEPS|RBP RX-1 Side Steps (New)|1|102000|Side Bars|{short description}|{detailed description}|2|Polished||2-Step|Round|Gloss|||Placement on Vehicle[:=:]Left, Right[:os:]Product Name[:=:]Side Bars[:os:]Pieces[:=:]2 Pcs[:os:]FINISH[:=:]Polished[:os:]MATERIAL[:=:]Stainless Steel[:os:]Shape[:=:]Round|images/rbp/side-steps/rbp-rx1-2step-side-bar-ss.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-1-ss.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-2-ss.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-3-ss.jpg|||402.53|10.50|114.00|13.50|76.00|||M|3
C0189CC-TXR||N||Y|RBP®|324.00||R;R;R;R|RX-1|RX-1 - 2 Step|RBP RX-1 Side Steps (New)|1|102000|Side Bars|{short description}|{detailed description}|1|Black||2-Step|Round|Textured|||Placement on Vehicle[:=:]Left, Right[:os:]Product Name[:=:]Side Bars[:os:]Pieces[:=:]2 Pcs[:os:]FINISH[:=:]Black[:os:]MATERIAL[:=:]Stainless Steel[:os:]Shape[:=:]Round|images/rbp/side-steps/rbp-rx1-2step-side-bar.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-1.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-2.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-3.jpg|||362.88|10.50|114.00|13.50|76.00|||M|3
C07100CC-6-TXR||N|Y|Y|RBP®|405.00|Y|R;R;R;R|RX-1|RX-1 - 3 Step|RBP RX-1 Side Steps (New)|1|102000|Side Bars|{short description 1}|{detailed description 1}||Black||3-Step|Round|Textured|||Placement on Vehicle[:=:]Left, Right[:os:]Vehicle Type[:=:]Truck[:os:]Product Name[:=:]Side Bars[:os:]Pieces[:=:]3 Pcs[:os:]FINISH[:=:]Black[:os:]MATERIAL[:=:]Stainless Steel[:os:]Shape[:=:]Round|images/rbp/side-steps/rbp-rx1-3step-side-bar.jpg|images/rbp/side-steps/rbp-universal-rx1-3-steps-side-bar-1.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-2.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-3.jpg|images/rbp/side-steps/pdf/rbp-c07100cc-6-txr-installation-instructions.pdf||453.60|10.50|110.00|13.50|47.00|||M|3
C07100CC-GB||N||Y|RBP®|270.00||R;R;R;R|RX-1|New ReDesigned RX 1 2-RUNG GLOSS BLACK STEPS|RBP RX-1 Side Steps (New)|1|102000|Side Bars|{short description}|{detailed description}|1|Black||2-Step|Round|Gloss|||Placement on Vehicle[:=:]Left, Right[:os:]Product Name[:=:]Side Bars[:os:]Pieces[:=:]2 Pcs[:os:]FINISH[:=:]Black[:os:]MATERIAL[:=:]Stainless Steel[:os:]Shape[:=:]Round|images/rbp/side-steps/rbp-rx1-2step-side-bar.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-1.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-2.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-3.jpg|||302.40|10.50|129.00|13.50|88.00|||M|3
C07100CC-RS3||N||Y|RBP®|717.00||R;R;R;R|RX-3|RX3 STAINLESS STEEL Cab Length Step|RBP RX-3 Side Steps|3|2100|Side Bars|{short description}|{detailed description}||Polished|||Round||Cab Length|With Chrome Mesh|Placement on Vehicle[:=:]Left, Right[:os:]Vehicle Type[:=:]Truck[:os:]Product Name[:=:]Side Bars[:os:]FINISH[:=:]Polished[:os:]MATERIAL[:=:]Stainless Steel[:os:]Shape[:=:]Round[:os:]Custom Order[:=:]RBP RX-3 Side Steps|images/rbp/side-steps/c07100cc-rs3.jpg||||||803.04|10.00|98.00|22.00|79.00|||M|3
C07100CC-RW3||N||Y|RBP®|||R;R;R;R|RX-3|RX3 Textured BLACK WTW Step w/3rd Step)|RBP RX-3 Side Steps|3|2100|Side Bars|{short description}|{detailed description}||Black||3-Step|Round|Textured|Wheel To Wheel||Placement on Vehicle[:=:]Left, Right[:os:]Vehicle Type[:=:]Truck[:os:]Product Name[:=:]Side Bars[:os:]FINISH[:=:]Black[:os:]MATERIAL[:=:]Stainless Steel[:os:]Shape[:=:]Round[:os:]Custom Order[:=:]RBP RX-3 Side Steps|images/no-image.jpg|||||||10.50|129.00|13.50|88.00|||M|3
C07100CC-RX3||N||Y|RBP®|477.00||R;R;R;R|RX-3|RX3 Textured BLACK Cab Length Step|RBP RX-3 Side Steps|3|2100|Side Bars|{short description}|{detailed description}||Black|||Round|Textured|Cab Length||Placement on Vehicle[:=:]Left, Right[:os:]Vehicle Type[:=:]Truck[:os:]Product Name[:=:]Side Bars[:os:]FINISH[:=:]Black[:os:]MATERIAL[:=:]Stainless Steel[:os:]Shape[:=:]Round[:os:]Custom Order[:=:]RBP RX-3 Side Steps|images/rbp/side-steps/rbp-rx3-side-bar.jpg|images/rbp/side-steps/rbp-universal-rx3-side-bar-1.jpg|||||534.24|10.00|98.00|22.00|79.00|||M|3
C07100CC-SS||N||Y|RBP®|359.40||R;R;R;R|RX-1|New ReDesigned RX 1 2-RUNG GLOSS POLISHED SS STEPS|RBP RX-1 Side Steps (New)|1|102000|Side Bars|{short description}|{detailed description}|2|Polished||2-Step|Round|Gloss|||Placement on Vehicle[:=:]Left, Right[:os:]Product Name[:=:]Side Bars[:os:]Pieces[:=:]2 Pcs[:os:]FINISH[:=:]Polished[:os:]MATERIAL[:=:]Stainless Steel[:os:]Shape[:=:]Round|images/rbp/side-steps/rbp-rx1-2step-side-bar-ss.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-1-ss.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-2-ss.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-3-ss.jpg|||402.53|10.50|129.00|13.50|88.00|||M|3
C07100CC-TXR||N|Y|Y|RBP®|324.00|Y|R;R;R;R|RX-1|RX-1 - 2 Step|RBP RX-1 Side Steps (New)|1|102000|Side Bars|{short description}|{detailed description}|1|Black||2-Step|Round|Textured|||Placement on Vehicle[:=:]Left, Right[:os:]Product Name[:=:]Side Bars[:os:]Pieces[:=:]2 Pcs[:os:]FINISH[:=:]Black[:os:]MATERIAL[:=:]Stainless Steel[:os:]Shape[:=:]Round|images/rbp/side-steps/rbp-rx1-2step-side-bar.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-1.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-2.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-3.jpg|images/rbp/side-steps/pdf/rbp-c07100cc-txr-installation-instructions.pdf||362.88|10.50|129.00|13.50|88.00|||M|3
C07100QC-6-TXR||N|Y|Y|RBP®|405.00|Y|R;R;R;R|RX-1|RX-1 - 3 Step|RBP RX-1 Side Steps (New)|1|102000|Side Bars|{short description 1}|{detailed description 1}||Black||3-Step|Round|Textured|||Placement on Vehicle[:=:]Left, Right[:os:]Vehicle Type[:=:]Truck[:os:]Product Name[:=:]Side Bars[:os:]Pieces[:=:]3 Pcs[:os:]FINISH[:=:]Black[:os:]MATERIAL[:=:]Stainless Steel[:os:]Shape[:=:]Round|images/rbp/side-steps/rbp-rx1-3step-side-bar.jpg|images/rbp/side-steps/rbp-universal-rx1-3-steps-side-bar-1.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-2.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-3.jpg|images/rbp/side-steps/pdf/rbp-c07100qc-6-txr-installation-instructions.pdf||453.60|10.50|110.00|13.50|49.00|||M|3
C07105CC-6-TXR||N|Y|Y|RBP®|405.00|Y|R;R;R;R|RX-1|RX-1 - 3 Step|RBP RX-1 Side Steps (New)|1|102000|Side Bars|{short description 1}|{detailed description 1}||Black||3-Step|Round|Textured|||Placement on Vehicle[:=:]Left, Right[:os:]Vehicle Type[:=:]Truck[:os:]Product Name[:=:]Side Bars[:os:]Pieces[:=:]3 Pcs[:os:]FINISH[:=:]Black[:os:]MATERIAL[:=:]Stainless Steel[:os:]Shape[:=:]Round|images/rbp/side-steps/rbp-rx1-3step-side-bar.jpg|images/rbp/side-steps/rbp-universal-rx1-3-steps-side-bar-1.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-2.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-3.jpg|images/rbp/side-steps/pdf/rbp-c07105cc-6-txr-installation-instructions.pdf||453.60|10.50|115.00|13.50|48.00|||M|3
C07115CC-TXR||N|Y|Y|RBP®|324.00|Y|R;R;R;R|RX-1|RX-1 - 2 Step|RBP RX-1 Side Steps (New)|1|102000|Side Bars|{short description}|{detailed description}|1|Black||2-Step|Round|Textured|||Placement on Vehicle[:=:]Left, Right[:os:]Product Name[:=:]Side Bars[:os:]Pieces[:=:]2 Pcs[:os:]FINISH[:=:]Black[:os:]MATERIAL[:=:]Stainless Steel[:os:]Shape[:=:]Round|images/rbp/side-steps/rbp-rx1-2step-side-bar.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-1.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-2.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-3.jpg|images/rbp/side-steps/pdf/rbp-c07115cc-txr-installation-instructions.pdf||362.88|10.50|110.00|13.50|78.00|||M|3
C0789CC-GB||N||Y|RBP®|269.40||R;R;R;R|RX-1|RX-1 - 2 Step|RBP RX-1 Side Steps (New)|1|102000|Side Bars|{short description}|{detailed description}|1|Black||2-Step|Round|Gloss|||Placement on Vehicle[:=:]Left, Right[:os:]Product Name[:=:]Side Bars[:os:]Pieces[:=:]2 Pcs[:os:]FINISH[:=:]Black[:os:]MATERIAL[:=:]Stainless Steel[:os:]Shape[:=:]Round|images/rbp/side-steps/rbp-rx1-2step-side-bar.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-1.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-2.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-3.jpg|||301.73|10.50|115.00|13.50|84.00|||M|3
C0789CC-RS3||N||Y|RBP®|||R;R;R;R|RX-3|RX3 Stainless Steel Cab Length Step|RBP RX-3 Side Steps|3|2100|Side Bars|{short description}|{detailed description}||Polished|||Round||Cab Length|With Chrome Mesh|Placement on Vehicle[:=:]Left, Right[:os:]Vehicle Type[:=:]Truck[:os:]Product Name[:=:]Side Bars[:os:]FINISH[:=:]Polished[:os:]MATERIAL[:=:]Stainless Steel[:os:]Shape[:=:]Round[:os:]Custom Order[:=:]RBP RX-3 Side Steps||||||||10.00|98.00|22.00|79.00|||M|3
C0789CC-RW3||N||N|RBP®|||R;R;R;R|RX-3|RX3 Textured BLACK WTW Step w/3rd Step)|RBP RX-3 Side Steps|3|2100|Side Bars|{short description}|{detailed description}||Black||3-Step|Round|Textured|Wheel To Wheel||Placement on Vehicle[:=:]Left, Right[:os:]Vehicle Type[:=:]Truck[:os:]Product Name[:=:]Side Bars[:os:]FINISH[:=:]Black[:os:]MATERIAL[:=:]Stainless Steel[:os:]Shape[:=:]Round[:os:]Custom Order[:=:]RBP RX-3 Side Steps|images/no-image.jpg|||||||10.50|115.00|13.50|84.00|||M|3
C0789CC-RX3||N||Y|RBP®|477.00||R;R;R;R|RX-3|RX3 Textured BLACK Cab Length Step|RBP RX-3 Side Steps|3|2100|Side Bars|{short description}|{detailed description}||Black|||Round|Textured|Cab Length||Placement on Vehicle[:=:]Left, Right[:os:]Vehicle Type[:=:]Truck[:os:]Product Name[:=:]Side Bars[:os:]FINISH[:=:]Black[:os:]MATERIAL[:=:]Stainless Steel[:os:]Shape[:=:]Round[:os:]Custom Order[:=:]RBP RX-3 Side Steps|images/rbp/side-steps/rbp-rx3-side-bar.jpg|images/rbp/side-steps/rbp-universal-rx3-side-bar-1.jpg|||||534.24|10.00|98.00|22.00|79.00|||M|3
C0789CC-SS||N||Y|RBP®|359.40||R;R;R;R|RX-1|RX-1 - 2 Step|RBP RX-1 Side Steps (New)|1|102000|Side Bars|{short description}|{detailed description}|2|Polished||2-Step|Round||||Placement on Vehicle[:=:]Left, Right[:os:]Product Name[:=:]Side Bars[:os:]Pieces[:=:]2 Pcs[:os:]FINISH[:=:]Polished[:os:]MATERIAL[:=:]Stainless Steel[:os:]Shape[:=:]Round|images/rbp/side-steps/rbp-rx1-2step-side-bar-ss.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-1-ss.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-2-ss.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-3-ss.jpg|||402.53|10.50|115.00|13.50|84.00|||M|3
C0789CC-TXR||N||Y|RBP®|324.00||R;R;R;R|RX-1|RX-1 - 2 Step|RBP RX-1 Side Steps (New)|1|102000|Side Bars|{short description}|{detailed description}|1|Black||2-Step|Round|Textured|||Placement on Vehicle[:=:]Left, Right[:os:]Product Name[:=:]Side Bars[:os:]Pieces[:=:]2 Pcs[:os:]FINISH[:=:]Black[:os:]MATERIAL[:=:]Stainless Steel[:os:]Shape[:=:]Round|images/rbp/side-steps/rbp-rx1-2step-side-bar.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-1.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-2.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-3.jpg|images/rbp/side-steps/pdf/rbp-c0789cc-txr-installation-instructions.pdf||362.88|10.50|115.00|13.50|84.00|||M|3
C0789QC-GB||N||Y|RBP®|270.00||R;R;R;R|RX-1|New ReDesigned RX 1 2-RUNG GLOSS BLACK STEPS|RBP RX-1 Side Steps (New)|1|102000|Side Bars|{short description}|{detailed description}|1|Black||2-Step|Round|Gloss|||Placement on Vehicle[:=:]Left, Right[:os:]Product Name[:=:]Side Bars[:os:]Pieces[:=:]2 Pcs[:os:]FINISH[:=:]Black[:os:]MATERIAL[:=:]Stainless Steel[:os:]Shape[:=:]Round|images/rbp/side-steps/rbp-rx1-2step-side-bar.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-1.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-2.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-3.jpg|||302.40|10.50|110.00|13.50|78.00|||M|3
C0789QC-RX3||N||Y|RBP®|477.00||R;R;R;R|RX-3|RX3 Textured BLACK Cab Length Step|RBP RX-3 Side Steps|3|2100|Side Bars|{short description}|{detailed description}||Black|||Round|Textured|Cab Length||Placement on Vehicle[:=:]Left, Right[:os:]Vehicle Type[:=:]Truck[:os:]Product Name[:=:]Side Bars[:os:]FINISH[:=:]Black[:os:]MATERIAL[:=:]Stainless Steel[:os:]Shape[:=:]Round[:os:]Custom Order[:=:]RBP RX-3 Side Steps|images/rbp/side-steps/rbp-rx3-side-bar.jpg|images/rbp/side-steps/rbp-universal-rx3-side-bar-1.jpg|||||534.24|10.00|98.00|22.00|79.00|||M|3
C0789QC-SS||N||Y|RBP®|359.40||R;R;R;R|RX-1|New ReDesigned RX 1 2-RUNG GLOSS POLISHED SS STEPS|RBP RX-1 Side Steps (New)|1|102000|Side Bars|{short description}|{detailed description}|2|Polished||2-Step|Round|Gloss|||Placement on Vehicle[:=:]Left, Right[:os:]Product Name[:=:]Side Bars[:os:]Pieces[:=:]2 Pcs[:os:]FINISH[:=:]Polished[:os:]MATERIAL[:=:]Stainless Steel[:os:]Shape[:=:]Round|images/rbp/side-steps/rbp-rx1-2step-side-bar-ss.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-1-ss.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-2-ss.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-3-ss.jpg|||402.53|10.50|110.00|13.50|78.00|||M|3
C0789QC-TXR||N||Y|RBP®|324.00||R;R;R;R|RX-1|RX-1 - 2 Step|RBP RX-1 Side Steps (New)|1|102000|Side Bars|{short description}|{detailed description}|1|Black||2-Step|Round|Textured|||Placement on Vehicle[:=:]Left, Right[:os:]Product Name[:=:]Side Bars[:os:]Pieces[:=:]2 Pcs[:os:]FINISH[:=:]Black[:os:]MATERIAL[:=:]Stainless Steel[:os:]Shape[:=:]Round|images/rbp/side-steps/rbp-rx1-2step-side-bar.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-1.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-2.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-3.jpg|images/rbp/side-steps/pdf/rbp-c0789qc-txr-installation-instructions.pdf||362.88|10.50|110.00|13.50|78.00|||M|3
C0790CC-RW3||N||Y|RBP®|717.00||R;R;R;R|RX-3|RX3 Textured Black WTW Step w/3rd Step)|RBP RX-3 Side Steps|3|2100|Side Bars|{short description}|{detailed description}||Black||3-Step|Round|Textured|Wheel To Wheel||Placement on Vehicle[:=:]Left, Right[:os:]Vehicle Type[:=:]Truck[:os:]Product Name[:=:]Side Bars[:os:]FINISH[:=:]Black[:os:]MATERIAL[:=:]Stainless Steel[:os:]Shape[:=:]Round[:os:]Custom Order[:=:]RBP RX-3 Side Steps|images/no-image.jpg||||||803.04|12.00|110.00|13.50|86.00|||M|3
C11100CC-GB||N|Y|Y|RBP®|269.40|Y|R;R;R;R|RX-1|RX-1 - 2 Step|RBP RX-1 Side Steps (New)|1|102000|Side Bars|{short description}|{detailed description}|1|Black||2-Step|Round|Gloss|||Placement on Vehicle[:=:]Left, Right[:os:]Product Name[:=:]Side Bars[:os:]Pieces[:=:]2 Pcs[:os:]FINISH[:=:]Black[:os:]MATERIAL[:=:]Stainless Steel[:os:]Shape[:=:]Round|images/rbp/side-steps/rbp-rx1-2step-side-bar.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-1.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-2.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-3.jpg|||301.73|10.50|115.00|13.50|84.00|||M|3
C11100CC-SS||N|Y|Y|RBP®|359.40|Y|R;R;R;R|RX-1|RX-1 - 2 Step|RBP RX-1 Side Steps (New)|1|102000|Side Bars|{short description}|{detailed description}|2|Polished||2-Step|Round||||Placement on Vehicle[:=:]Left, Right[:os:]Product Name[:=:]Side Bars[:os:]Pieces[:=:]2 Pcs[:os:]FINISH[:=:]Polished[:os:]MATERIAL[:=:]Stainless Steel[:os:]Shape[:=:]Round|images/rbp/side-steps/rbp-rx1-2step-side-bar-ss.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-1-ss.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-2-ss.jpg|images/rbp/side-steps/rbp-universal-rx1-2-steps-side-bar-3-ss.jpg|||402.53|10.50|115.00|13.50|84.00|||M|3
